histone,H3K4me0 ,H3K4me1 ,H3K4me2 ,H3K4me3 ,H3K4ac1 ,H3K9me0K14ac0 ,H3K9me1K14ac0 ,H3K9me2K14ac0 ,H3K9me3K14ac0 ,H3K9ac1K14ac0 ,H3K9me0K14ac1 ,H3K9me1K14ac1 ,H3K9me2K14ac1 ,H3K9me3K14ac1 ,H3K9ac1K14ac1 ,H3K9me2S10ph1K14ac0 ,H3K9me3S10ph1K14ac0 ,H3K18ac0K23ac0 ,H3K18ac1K23ac0 ,H3K18ac0K23ac1 ,H3K18ac1K23ac1 ,H3K18ub1K23ac0 ,H3K27me0K36me0 ,H3K27me1K36me0 ,H3K27me1K36me1 ,H3K27me1K36me2 ,H3K27me1K36me3 ,H3K27me2K36me0 ,H3K27me2K36me1 ,H3K27me2K36me2 ,H3K27me3K36me0 ,H3K27me3K36me1 ,H3K27me3K36me2 ,H3K27me3K36me3 ,H3K27ac1K36me1 ,H3K27ac1K36me2 ,H3K27ac1K36me3 ,H3.3K27me0K36me0 ,H3NORM(41-49),H3K56me0 ,H3K79me0 ,H3K79me1 ,H3K79me2 ,H3K27me0K36me1 ,H3K27me0K36me2 ,H3K27me0K36me3 ,H4(4to17)ac0me0,H4(4to17)K5ac1me0,H4(4to17)K12ac1me0,H4(4to17)K16ac1me0,H4(4to17)K8ac1K12ac1me0,H4(4to17)K5ac1K8ac1me0,H4(4to17)K5ac1K16ac1me0,H4(4to17)K12ac1K16ac1me0,H4(4to17)K8ac1K12ac1K16ac1me0,H4(4to17)K5ac1K8ac1K12ac1me0,H4(4to17)K5ac1K8ac1K16ac1me0,H4(4to17)K5ac1K8ac1K12ac1K16ac1me0,H4(20to23)K20me0,H4(20to23)K20me1,H4(20to23)K20me2,H4(20to23)K20me3,H4(68-78)AltNorm
EGF_48,-0.48417151,-1.348109007,-1.116664529,-2.200288534,-5.140776157,-0.404022694,-1.164018035,-1.121624708,-2.216954231,-1.600580573,-0.105145931,-0.74095726,-2.029013872,-1.126470804,-1.448349714,-3.339947701,-1.134891868,-1.083749413,-1.71182704,-1.688783884,-2.302410603,-4.554048061,1.151296854,0.415210247,0.335183382,-2.94158721,-1.536771178,-1.276485443,-0.13294673,-1.846567392,-1.95085001,-0.84332931,-2.074228287,-2.958537102,-3.321207047,-2.120383024,-4.682404995,-0.458966017,0.034380436,-0.800101995,-1.960172892,-3.452866554,-2.683562756,1.577008486,0.040440798,-2.484465599,-0.381788433,-1.596035719,-0.397423685,-0.95513469,-0.409862876,-2.543958902,-0.983100951,-2.736603975,-1.007251501,-0.662603378,-1.262238979,-0.792199552,0.143442377,-0.215717018,-1.32382822,-2.67525363,-0.135858864
EGF_48,-0.837505341,-1.424224377,-1.331634521,-2.269061089,-5.379091263,-0.62000072,-1.246209264,-1.359989166,-1.968217134,-1.249926806,-0.262454987,-1.23299861,-2.330377817,-1.368476391,-1.480911493,-3.748656988,-1.47543788,-1.188602209,-1.885668159,-1.890722275,-2.263933659,-5.051906586,0.47769475,-0.250520945,-0.016039848,-2.550596635,-1.225970984,-1.319615364,-0.388258219,-1.180805206,-1.927618623,-0.972850323,-0.794937253,-1.978023052,-3.168926239,-2.501224279,-4.48472786,-0.459048629,-0.27082777,-1.348495483,-2.539433479,-4.04969883,-2.757412195,1.343170166,-0.062508583,-2.578085423,-0.596382499,-1.329360008,-0.222307205,-0.900737047,-0.21013248,-2.587520838,-1.207473755,-2.57528162,-0.840908289,-1.087462902,-1.442216873,-1.173636198,0.072773099,0.123633802,-1.014385939,-1.59986496,-0.008974433
EGF_48,-0.807019949,-1.474934578,-1.607603669,-2.454010963,-4.982508659,-0.623597741,-1.076584697,-0.889286041,-2.71303153,-1.027449489,-0.482404113,-0.940481544,-2.025366306,-1.159392595,-1.022211313,-3.735637665,-1.531718135,-0.952920675,-1.747548819,-1.784126282,-2.199244738,-4.433671951,0.843302727,0.345899105,0.362699509,-2.550596635,-1.24289763,-1.02507925,-0.349979758,-1.079637408,-1.625881553,-0.655627847,-1.237565756,-2.162941694,-3.432118416,-2.221276045,-4.255387783,-0.65274179,-0.178741932,-0.942852259,-2.217498779,-3.494774342,-2.382205248,1.751226902,-0.250764728,-2.517210484,0.237734854,-0.976738036,0.15787816,0.044734597,-0.515341103,-2.508374929,-0.45549804,-2.101700783,-0.677388132,-0.340304315,-1.019675732,-0.168216109,0.19676137,0.293409735,-1.194251299,-1.987837553,0.427865863
EGF_8,-0.641966105,-1.133075237,-1.723890901,-2.276340485,-5.815728188,-0.944454253,-1.138470888,-0.675060272,-2.162201166,-2.035684347,-0.994908929,-1.123495698,-2.095940351,-1.121850491,-2.257792711,-4.610767365,-2.572062492,-1.194432497,-2.104850531,-1.990849018,-3.121850491,-6.66628027,-0.38023901,-0.122837424,-0.333791733,-2.058163404,-0.994382024,-1.694614768,-0.169023275,-1.014160395,-1.335745096,-0.556811094,-0.605872154,-1.88018477,-5.15882349,-3.102577209,-4.846916676,-0.617764711,-0.69492054,-0.407489061,-1.811876416,-2.79355669,-2.192790747,0.341194034,-0.636787772,-2.79146266,-0.050607145,-1.970155597,-0.537349582,-0.619902134,-0.489028811,-2.866204739,-1.328290582,-2.772853851,-1.692854762,-1.012753129,-1.959828258,-1.515253425,-1.256383777,-0.381397724,-0.872002363,-1.172307611,-0.013020098
EGF_8,-0.589661598,-1.247452378,-1.507839203,-2.310412169,-4.891519547,-0.812388778,-1.161583424,-1.072287202,-1.736335754,-2.003227711,-1.223578811,-1.358348489,-2.450078964,-0.839227676,-1.979622126,-5.815672398,-4.464978695,-1.383536577,-2.409113169,-1.99080205,-2.685101748,-7.247505188,-1.301396728,-0.47211647,-0.930865884,-2.058163404,-1.036454678,-1.551555634,-0.67900157,-0.964443922,-1.405397773,-0.730236888,-1.055737972,-1.569789648,-6.766428947,-3.30743742,-5.146393776,-0.789417982,-0.688645363,-1.396238923,-2.642828226,-3.206083298,-2.337464571,-0.366437674,-0.815633297,-3.288630009,0.059897959,-2.25355196,-0.590883613,-1.222195387,-1.083000898,-3.036806345,-1.108893871,-2.640683413,-1.895999908,-0.781876802,-2.613306999,-2.120409727,-2.343658924,-1.110168695,-0.420662045,-1.508718252,0.441023529
EGF_8,-0.679738641,-0.990654707,-1.654015541,-2.22635746,-5.416874409,-0.800578117,-1.172481656,-0.959875107,-2.482889414,-1.904003382,-0.567062378,-1.015971899,-1.512838244,-0.545047998,-1.872998238,-4.8528018,-3.877673626,-1.519151092,-2.282711029,-2.207946539,-2.746814489,-6.354097366,-0.350494862,-0.200134993,-0.522742987,-2.058163404,-1.089560747,-1.527392864,-0.292655468,-0.287619114,-1.369243264,-0.302079678,-0.670436978,-1.464246869,-5.962626219,-3.627406597,-4.566287041,-0.241208792,-0.181511641,-0.640117645,-1.904855251,-2.588151932,-1.984383106,-0.138418674,-0.94582355,-2.805740118,-0.097243249,-2.372777462,-0.805170655,-0.993412733,-0.834781647,-3.608167171,-1.838286757,-3.244630337,-1.684689403,-1.097625017,-2.129282951,-1.794917703,-2.597327709,-1.005542278,-1.119169712,-1.522112846,0.882767022
HGF_24,-1.180179715,-1.195295453,-1.259928465,-2.240586042,-4.880619049,-0.701039433,-1.086368918,-0.11918664,-1.985524058,-1.740677595,-0.808570385,-1.24789238,-1.858195066,-0.898569226,-1.700938225,-4.614070892,-2.574934721,-1.127840877,-2.017079353,-2.001652002,-2.754171133,-5.847952843,0.139827013,-0.217799306,-0.51089716,-2.373430014,-1.17124176,-1.537283897,-0.187930584,-1.088685989,-1.422773838,-0.555665851,-1.168368101,-2.283623457,-4.707028389,-3.275003195,-4.85875988,-0.551961541,-0.266996264,-0.758749723,-2.191804171,-3.298106194,-2.378929138,0.687476873,-0.546172619,-2.670868397,-0.041873455,-1.70062077,-0.274301291,-0.870913625,-0.657725096,-2.831080914,-0.656583309,-2.486658096,-1.16757381,-0.76683867,-1.612742543,-0.851839662,-0.834304929,-0.838183045,-0.824654698,-1.363242507,0.243901372
HGF_24,-0.991154432,-0.950427771,-1.701448917,-2.333885431,-5.138384342,-1.03702879,-1.181159258,-0.622915626,-2.138090611,-1.668629766,-0.90424943,-0.948688507,-1.489368081,-0.795810103,-1.346553326,-5.41321516,-3.417841911,-1.323246121,-2.115510464,-2.010578871,-2.198967695,-6.551856041,-0.613239765,-0.30010426,-0.606723428,-2.179194212,-1.274662018,-1.616355538,-0.17402935,-0.678792477,-1.458697796,-0.388771415,-0.703783154,-2.001735449,-4.967937469,-3.378805161,-4.847809792,-0.711900949,-0.579502463,-1.033337474,-2.469926596,-3.417485714,-2.350290298,0.041589737,-0.786401987,-2.974738598,-0.011240959,-1.61823523,-0.361121178,-0.681926131,-0.19209528,-2.627935886,-1.088381648,-2.499703884,-0.972618222,-0.507641554,-1.482979417,-0.934668183,-1.055282474,-0.424516201,-0.902915835,-0.692066073,0.234587789
HGF_24,-1.158341169,-0.02059558,-0.875975251,-1.59986496,-4.707614422,-0.194740206,0.014243931,1.84246695,0.12230368,-0.936329126,-0.244342685,-0.510974705,-1.504432917,-0.176522166,-1.032049775,-3.44198513,-2.996388316,-0.275975287,-1.490479827,-1.195325494,-2.110090733,-6.199904442,0.24658154,0.216097862,0.043143898,-2.421755791,-0.548615575,-1.404961705,-0.145278096,-0.951408505,-1.286744833,-0.436670601,-0.852400184,-2.142679453,-4.837482929,-3.553609371,-4.853284836,-0.675143838,-0.482362688,-0.968980312,-2.52979517,-3.453140259,-2.333219051,0.917778373,-0.569959462,-2.981375694,0.665869236,-1.754749298,-0.142704725,-0.629839897,-1.292947292,-3.074814796,-1.348124027,-2.843144417,-1.60274601,-1.31751585,-1.54786098,-0.893253923,-0.221656084,-0.930979013,-0.760352135,-1.008864403,0.53856492
HGF_4,-0.805506706,-1.233081579,-1.248492837,-2.185877562,-5.516810417,-0.970358491,-1.511019588,-0.767695546,-2.258487701,-1.991830707,-0.944500327,-1.229286432,-1.854010105,-0.945238829,-1.799962282,-6.024232388,-4.231472015,-1.241219997,-2.157484531,-2.143736839,-2.823335171,-6.326676369,-0.142556906,-0.207671881,-0.285183907,-2.267298698,-1.157056689,-1.571055889,-0.212521315,-0.502843022,-1.332667828,-0.803496838,-0.861010313,-1.814152479,-5.459020615,-2.80713582,-4.382160664,-0.799294591,-0.532537818,-1.138539672,-2.392338037,-3.357237101,-2.413203001,0.037164688,-0.753028989,-2.691289902,-0.055934489,-2.234559536,-0.345493853,-0.610679328,-0.254873633,-2.75483036,-1.626473427,-2.882185936,-1.391232014,-1.143872738,-1.898286819,-1.201588154,-2.319872141,-0.75136286,-0.863348782,-1.560932159,0.116760314
HGF_4,-0.670114756,-1.149658799,-1.668331862,-2.281710625,-5.481936455,-1.214255691,-1.330808163,-0.593819141,-2.03470397,-1.635013103,-0.902246952,-0.968394756,-1.611197233,-0.911839366,-1.602730274,-6.881055355,-4.682657242,-1.380783796,-1.861146569,-2.107626915,-2.588891983,-6.227977753,-0.427235126,-0.267947912,-0.390089989,-2.583841801,-1.218978405,-1.373442531,-0.327404261,-0.678202748,-1.73022306,-0.658306718,-1.165080547,-2.19615984,-5.625612259,-3.094299555,-4.390426636,-0.944013119,-0.175067186,-1.135323524,-2.34794879,-3.084557772,-2.390916586,-0.184247255,-0.684345484,-2.713886499,0.081203163,-1.923264861,-0.245864272,-0.55449295,-0.255972743,-2.642735958,-1.00047195,-2.344281197,-0.714876056,-0.477895617,-1.267856121,-0.732018828,-2.277548313,-0.533848286,-0.410169125,-1.027634978,-0.025712073
HGF_4,-0.768726587,-1.101723671,-1.311778426,-2.179972887,-5.063081741,-1.229491949,-0.988981485,-0.410526514,-1.904631138,-1.795178652,-0.813055634,-1.040482044,-1.803765297,-1.097460628,-1.764214516,-6.247264862,-4.707325935,-1.319105983,-2.171942234,-1.706027269,-2.631896973,-6.413667679,-0.645607829,-0.283641815,-0.452739835,-2.252942801,-1.145237565,-1.561468482,-0.241985083,-0.85494709,-1.56436801,0.123788118,-0.505195141,-1.707239389,-6.044579506,-3.342793942,-4.494468212,-0.760884523,-0.179221869,-0.766198039,-2.125484943,-3.203114748,-2.231483459,-0.206232548,-1.072868824,-2.954030514,0.531135201,-2.224562883,-0.545807064,-0.731250942,-0.314917743,-2.73427844,-1.12640667,-2.482254982,-1.230658054,-0.763584077,-1.764910221,-1.234939814,-2.624274015,-0.639600456,-0.568014562,-1.140682459,-0.166740239
HGF_48,-0.712732315,-1.312925696,-1.341490626,-2.235102177,-4.66906929,-1.07795012,-1.423378706,-0.987768769,-2.292862892,-1.484220386,-0.594408989,-1.065356374,-1.722162127,-1.042343855,-1.332193375,-4.174340248,-2.202627182,-1.406829238,-1.88840282,-2.014322758,-2.424297333,-5.932321548,0.010192752,-0.014538884,-0.13823545,-2.49745059,-1.256313562,-1.669341803,-0.92312187,-1.155245066,-1.781544209,-0.641968846,-0.899138153,-2.290976763,-4.006734848,-2.781397104,-4.527118683,-0.608173728,-0.286010861,-0.912690699,-2.445821762,-3.518264771,-2.508003235,0.896941423,-0.395525455,-3.164329052,0.07782948,-1.408843279,-0.216683149,-0.581133604,-0.085752249,-2.626074076,-1.083816051,-2.564297915,-0.924940825,0.137138367,-1.790655136,-1.147911072,0.19761169,-0.474803805,-0.673041582,-1.238918304,-0.132218599
HGF_48,-0.759337008,-1.224097013,-1.231302977,-2.241254807,-4.896187305,-0.999791503,-1.258993268,-0.759955049,-2.210516453,-1.271025181,-0.894344449,-1.063433647,-1.974362493,-0.910820305,-1.134586096,-3.927585602,-2.471765757,-1.076572061,-1.610586166,-1.531117558,-1.915140986,-5.750097752,0.452169061,0.071273088,-0.023130774,-2.49745059,-1.298213124,-1.551762462,-0.538370311,-1.030569077,-1.15941596,-0.607325077,-0.774511695,-1.954418063,-4.209792614,-2.556663513,-4.568370342,-0.332737684,-0.372557998,-0.204915285,-1.670913816,-2.834253311,-1.988779306,0.856714368,-0.420122504,-3.019743204,0.194878936,-1.220737457,0.038722515,-0.707786083,-0.353443623,-2.408428907,-0.507352114,-2.081760883,-0.735641479,-0.519407272,-1.175150871,-1.008970022,-0.592433691,-0.187544227,-0.776756048,-1.283447266,0.231730342
HGF_8,-0.799988508,-1.208739161,-1.647658348,-2.187067509,-5.200919151,-1.361560225,-1.342838764,-0.641090989,-2.158358574,-1.606548548,-0.917511821,-1.091935635,-2.18718648,-0.859588504,-1.761521578,-5.519730568,-3.852927208,-1.209704638,-2.034410954,-1.642434716,-2.523627281,-6.909058094,-0.157135963,-0.022433996,-0.559945345,-2.135245323,-1.084113359,-1.331892252,0.118463039,-0.440496206,-1.625104308,-0.562679529,-0.394215584,-1.78651166,-5.326188087,-2.953850746,-4.554262638,-0.592038989,0.106174946,-0.854577899,-2.039015293,-3.375711679,-2.577596188,0.25667882,-0.931081653,-2.603373289,-0.515016258,-2.556981087,-0.886087358,-1.346952677,-0.894389808,-3.270149946,-1.658836126,-3.152117968,-1.368587971,-1.071337223,-1.708083391,-1.415611982,-2.130079985,-0.981852591,-1.247475386,-2.889594078,0.13806726
HGF_8,-0.829456568,-1.199458957,-1.573620439,-2.397199631,-5.413672447,-1.230721951,-1.05841589,-0.782372475,-2.459158421,-1.645020008,-0.830577016,-1.122655511,-2.044178963,-1.053828955,-1.897644997,-6.567567825,-4.765917301,-1.354725122,-2.196759701,-2.413224936,-2.254734516,-6.545812607,-0.678824186,-0.306251764,-0.599935293,-1.92538619,-1.081126928,-1.18692112,-0.128867626,-1.040198445,-1.389033318,-0.297575474,-0.7875489,-2.165980816,-5.603888988,-3.137045622,-4.775091648,-0.765917063,-0.087720156,-0.928901553,-2.282983065,-3.341621161,-2.498863459,0.186563253,-0.687222958,-2.697816134,-0.21975702,-2.579515457,-1.012056828,-1.420596719,-0.81029129,-3.242820263,-1.418771625,-2.844671726,-1.202070475,-1.239594817,-1.721225023,-1.431963801,-3.364013195,-1.024492741,-1.249941349,-1.979678154,0.034378789
HGF_8,-0.555860996,-0.974856555,-1.477400899,-2.063674212,-4.893686771,-0.965112984,-1.072034955,-0.541701436,-1.748242617,-1.674723864,-0.935928166,-0.971777141,-1.90086472,-0.601163268,-1.585141778,-6.037866116,-4.851675987,-1.324013472,-1.486161947,-2.120025396,-2.199717283,-6.199717045,-0.469064832,-0.130190849,-0.415306449,-2.21711421,-0.954045117,-1.317409158,-0.060726643,-0.531625509,-1.068271279,-0.409759402,-0.470740676,-1.691560626,-6.000089645,-3.201777458,-4.592961311,-0.644007444,-0.113902211,-0.411010027,-2.097220182,-3.313616991,-1.914483905,-0.269303918,-0.80176425,-2.76657486,0.032048941,-2.193017483,-0.516223669,-0.779045105,-0.382988572,-2.98554492,-1.557291985,-3.092687368,-1.143625498,-0.71039176,-1.479404926,-1.328648806,-2.688014746,-0.99962759,-0.615455031,-0.766317129,0.071577311
IFNG_24,-1.873701692,-2.68851161,-2.447795868,-3.548032284,-7.571879387,-1.01882565,-1.317777634,-1.164941788,-2.54115057,-2.683090687,-1.521345019,-2.210682392,-2.966358185,-2.316378117,-3.004612923,-4.227155685,-2.453783751,-1.676971436,-2.242888212,-3.213545322,-3.227418661,-4.830112457,0.430123329,0.171309948,-0.049944162,-2.306619883,-1.223019719,-1.680387735,-0.47505641,-0.922529578,-1.782381535,-0.436350226,-1.001348615,-1.645879507,-4.281279564,-2.990259886,-4.969214439,-0.491466045,-0.089347363,-0.20834446,-2.009014606,-2.856310844,-2.088003397,0.926046848,-0.63515377,-2.917587757,0.5439955,-1.575587869,-0.392467856,-0.913000464,-0.386165321,-2.30367136,-1.161854863,-2.910942554,-1.355898857,-0.589672804,-1.586713433,-1.078658819,0.101546496,0.37146163,-0.850142002,-1.665701747,0.28614229
IFNG_24,-1.725464702,-2.244113207,-2.152514935,-3.104492903,-6.438785553,-1.06949687,-1.325719833,-0.783684373,-2.090569735,-2.442883253,-1.562009096,-2.020153999,-2.955133438,-2.049481392,-2.564162254,-4.832161427,-3.287290335,-1.512979031,-2.174082041,-2.870856047,-2.974027157,-5.415271759,-0.049750805,-0.113868952,-0.284339666,-2.696579933,-1.065460682,-1.514539719,-0.353947878,-0.963635445,-2.189907551,-0.415132999,-0.734529853,-0.926012397,-4.850815773,-3.442175865,-5.307246208,-0.395178318,-0.167782784,-0.32604599,-1.899310946,-2.912575483,-1.955739141,0.758258343,-1.057367682,-3.067586422,0.090449214,-2.012290716,-0.940467536,-1.246165514,-0.926995456,-2.890390635,-1.54466629,-3.282035351,-2.067736626,-1.245673418,-2.086996078,-1.419538975,0.19652918,-0.612818301,-0.834946334,-1.086996317,0.180145085
IFNG_24,-2.41237998,-2.901866198,-2.775247574,-3.563581228,-7.521945953,-0.910663843,-1.4433918,-0.99448204,-2.314437151,-2.711683989,-1.60875845,-2.155071974,-3.452926636,-1.875695229,-3.333238125,-4.207225323,-2.88539362,-1.567672372,-2.36137104,-3.264714718,-3.512689352,-4.971748829,0.321166515,-0.120726347,-0.116338015,-2.772215843,-1.15408504,-1.965624571,-0.380729914,-0.846938491,-1.731638193,-0.295429707,-0.491049767,-1.627893686,-4.973386765,-3.290254354,-4.955474854,-0.545465112,-0.30461216,-0.446515799,-2.180262804,-3.129172325,-2.343128204,0.873207331,-0.713222265,-2.992145777,0.122590482,-1.897309065,-0.826595008,-1.109576225,-1.192939281,-3.005274057,-1.917054653,-3.436947584,-1.871115923,-1.186152697,-2.21031189,-1.75377202,-0.416335166,0.07492727,-0.865266621,-1.484191179,-0.035452247
IFNG_4,-0.982507586,-1.223610997,-1.249832511,-2.179891825,-5.544538498,-0.862726569,-1.467369676,-0.865811348,-1.791981936,-1.902741671,-1.436207056,-1.577245355,-2.43969202,-1.137368679,-2.467539072,-5.775532246,-3.242568016,-1.249881029,-2.091705322,-2.355888844,-3.226044655,-6.50506115,-0.380501509,-0.118716717,-0.364221811,-2.20546484,-0.811914921,-1.557279825,-0.24218154,-0.810839891,-1.501704216,-0.705742359,-0.950354099,-1.492368579,-5.530314922,-3.284126759,-4.535987377,-0.611740351,0.005339384,-0.676928997,-2.127209663,-3.212544441,-2.782258272,0.219321012,-0.904001951,-2.686097145,-0.45380044,-2.836295605,-1.335335135,-1.2856884,-1.132410049,-3.316313267,-1.840506554,-3.270143032,-2.079471588,-1.538488388,-2.375505686,-1.853686213,-1.707653522,-0.839803874,-1.275517344,-1.575833082,-0.035362259
IFNG_4,-0.69958806,-1.338569164,-1.791867971,-2.292725801,-5.531130791,-1.265921712,-1.516530037,-0.874865055,-2.341403961,-2.103952646,-1.102625251,-1.388290524,-1.738066554,-1.020826578,-2.042852879,-6.346991539,-4.436125278,-1.340083599,-1.710698843,-1.996586919,-2.656134129,-6.558165073,-0.445244074,-0.101257801,-0.315177202,-2.161868095,-0.862807274,-1.339008689,-0.233329058,-0.382339478,-1.099312425,-0.417001724,-0.530935287,-1.550793052,-5.66382122,-2.902206898,-4.519128323,-0.780315876,-0.031955719,-0.560241699,-2.378770351,-3.455691099,-2.358826876,-0.075294733,-0.607847214,-2.726584196,-0.267733485,-2.456483126,-0.653275609,-0.5662871,-0.583177149,-3.036338806,-1.622576237,-3.01232481,-1.299500585,-1.005759239,-1.77745223,-1.347316146,-2.964251041,-1.010445952,-0.957598567,-1.462464094,0.016680531
IFNG_4,-0.658714414,-1.195668936,-1.519594789,-2.303153992,-5.330720901,-1.014140606,-0.897498131,-0.842917919,-1.788406372,-2.108001947,-1.151337981,-1.252076626,-2.055915833,-0.98554635,-2.26185751,-5.635216713,-3.965329647,-1.164358974,-2.055390596,-2.267563581,-2.933136225,-6.311532021,-0.401868343,-0.291945219,-0.441355944,-2.388016462,-1.287282348,-1.599409223,-0.112747192,-0.385572195,-1.370535374,-0.622365117,-0.540313482,-1.40010047,-5.918736935,-3.310278416,-4.397302628,-0.666993737,-0.280853271,-0.365286589,-1.798828602,-3.072821617,-2.047954321,-0.352876425,-0.589529634,-2.708953142,0.331895202,-2.092623711,-0.221764326,-0.735960722,-0.462985516,-2.848650455,-1.230877638,-2.66531229,-1.435877323,-0.708187819,-1.967450142,-1.466800928,-2.192465544,-0.662127614,-0.572327495,-0.863662004,0.046486735
IFNG_48,-1.566759586,-2.300721169,-2.468714237,-3.004974842,-7.021618366,-0.38814795,-1.084210396,-1.068993926,-2.163217545,-1.457991719,-0.872557402,-1.608151197,-2.715297222,-1.720537186,-2.014218569,-3.879694462,-2.554460049,-1.323756456,-1.811342716,-2.642697096,-3.421015501,-5.101397514,0.471113563,-0.131771207,-0.10527277,-2.401329041,-1.146630645,-1.553084612,-0.302742362,-1.08044076,-1.556250095,-0.568981886,-1.539538145,-2.198264599,-4.688774586,-2.497527123,-4.576088429,-0.398176789,-0.109967351,-0.841079772,-2.129206896,-4.029247761,-2.726106167,0.855985999,-0.829127908,-2.959441185,-0.158618629,-2.388332129,-0.681268036,-1.26497221,-0.663750231,-3.108949661,-1.392448187,-2.854974508,-1.339833498,-1.095466614,-1.495668888,-1.322058916,-0.231712401,0.014321625,-1.473698616,-2.30450058,0.151401103
IFNG_48,-1.497593403,-2.015564919,-1.846502662,-2.751429796,-6.45710516,-0.441045284,-0.898246646,-0.660750747,-1.921733022,-1.641570568,-0.874686956,-1.414561033,-2.685303688,-1.763167501,-1.912938476,-3.786792278,-2.225895882,-1.133831859,-1.807804227,-2.323522091,-2.720139503,-4.95968008,0.449785352,-0.017424107,-0.001880169,-2.516400814,-1.233463526,-1.43849659,-0.088522673,-1.440823555,-1.581779838,-0.41309166,-1.564641595,-2.218842983,-4.699827194,-2.963498592,-4.572881699,-0.534391284,0.053368688,-0.928170025,-2.369220257,-3.850179672,-2.579946995,0.83110106,-0.501404643,-2.787920475,-0.080711782,-1.97052896,-0.392332792,-1.077073216,-0.390396237,-2.844997883,-1.219933867,-2.721383572,-1.189870715,-0.751722813,-1.520243764,-1.125642657,-0.503054023,-0.114411294,-1.076554179,-1.839703679,0.152126133
